"age" "education" "married" "black" "hispanic" "re74" "re75" "nodegree" "NoIncome74" "NoIncome75"
6.56881528825854 5.96821847149688 0 0 0 0 0 0 2.19362429784117 2.03571710808357
6.98810137048781 5.96821847149688 2.54633256347429 2.74304844392039 0 0 0 0 2.19362429784117 2.03571710808357
6.14952920602928 5.96821847149688 0 0 0 0 0 0 2.19362429784117 2.03571710808357
3.91333676747318 5.96821847149688 2.54633256347429 2.74304844392039 0 0 0 0 2.19362429784117 2.03571710808357
7.54714948012684 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
7.6869115075366 5.96821847149688 2.54633256347429 0 4.2171962239906 0 0 0 2.19362429784117 2.03571710808357
6.56881528825854 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
3.49405068524391 5.96821847149688 0 2.74304844392039 0 0 0 0 2.19362429784117 2.03571710808357
6.14952920602928 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
6.98810137048781 5.96821847149688 2.54633256347429 2.74304844392039 0 0 0 0 2.19362429784117 2.03571710808357
3.21452663042439 5.96821847149688 0 2.74304844392039 0 0 0 0 2.19362429784117 2.03571710808357
6.84833934307806 6.96292155007969 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
7.6869115075366 6.96292155007969 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
4.75190893193171 6.96292155007969 2.54633256347429 2.74304844392039 0 0 0 0 2.19362429784117 2.03571710808357
4.75190893193171 7.9576246286625 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
7.6869115075366 6.46557001078828 2.54633256347429 0 4.2171962239906 0 0 0 2.19362429784117 2.03571710808357
7.26762542530733 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
7.26762542530733 7.46027308937109 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
4.19286082229269 7.9576246286625 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
2.93500257560488 5.96821847149688 0 0 0 0 0 0 2.19362429784117 2.03571710808357
4.19286082229269 8.45497616795391 0 0 0 0 0 0 2.19362429784117 2.03571710808357
6.14952920602928 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
6.42905326084879 5.96821847149688 0 0 0 0 0 0 2.19362429784117 2.03571710808357
7.40738745271708 8.45497616795391 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
3.63381271265366 7.9576246286625 0 0 0 0 0 0 2.19362429784117 2.03571710808357
6.84833934307806 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
5.45071906898049 7.46027308937109 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
3.63381271265366 8.45497616795391 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
4.4723848771122 7.9576246286625 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
4.75190893193171 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
4.33262284970244 6.96292155007969 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
5.45071906898049 8.45497616795391 2.54633256347429 0 4.2171962239906 0 0 0 2.19362429784117 2.03571710808357
5.59048109639025 8.45497616795391 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
4.33262284970244 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
3.77357474006342 6.46557001078828 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
6.7085773156683 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
5.73024312380001 6.46557001078828 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
3.63381271265366 6.96292155007969 0 0 0 0 0 0 2.19362429784117 2.03571710808357
6.98810137048781 8.45497616795391 0 0 0 0 0 0 2.19362429784117 2.03571710808357
6.7085773156683 5.96821847149688 2.54633256347429 0 0 0 0 0 2.19362429784117 2.03571710808357
